"X.1","X","book_id","title","authors","language_code","books_count","goodreads_book_id","average_rating","ratings_count","image_url","small_image_url"
1986,1986,2204,"The Burgess Boys","Elizabeth Strout","en",37,15823461,3.54,39445,"https://images.gr-assets.com/books/1351213545m/15823461.jpg","https://images.gr-assets.com/books/1351213545s/15823461.jpg"
1987,1987,2205,"Sapiens","Yuval Noah Harari","en",109,23692271,4.41,52846,"https://images.gr-assets.com/books/1420585954m/23692271.jpg","https://images.gr-assets.com/books/1420585954s/23692271.jpg"
1988,1988,2207,"Broken Harbour","Tana French","en",2,10805160,3.92,36704,"https://images.gr-assets.com/books/1336120776m/10805160.jpg","https://images.gr-assets.com/books/1336120776s/10805160.jpg"
1989,1989,2208,"Down to You","M. Leighton","en",39,16001893,4.05,59221,"https://images.gr-assets.com/books/1347544660m/16001893.jpg","https://images.gr-assets.com/books/1347544660s/16001893.jpg"
1990,1990,2209,"The Complete Works","William Shakespeare","en",828,569564,4.49,39503,"https://images.gr-assets.com/books/1327884293m/569564.jpg","https://images.gr-assets.com/books/1327884293s/569564.jpg"
1991,1991,2211,"Faceless Killers","Henning Mankell, Steven T. Murray","en",142,935308,3.78,43861,"https://images.gr-assets.com/books/1487941867m/935308.jpg","https://images.gr-assets.com/books/1487941867s/935308.jpg"
1992,1992,2212,"The Confession","John Grisham","en",80,7933437,3.81,41389,"https://images.gr-assets.com/books/1320541779m/7933437.jpg","https://images.gr-assets.com/books/1320541779s/7933437.jpg"
1993,1993,2214,"Cat and Mouse","James Patterson, Keith David, Anthony Heald","en",99,21436,3.96,45217,"https://images.gr-assets.com/books/1375828879m/21436.jpg","https://images.gr-assets.com/books/1375828879s/21436.jpg"
1994,1994,2215,"Superfudge","Judy Blume","en",71,80674,3.98,50917,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
1995,1995,2216,"The Couple Next Door","Shari Lapena","en",59,28815474,3.74,63237,"https://images.gr-assets.com/books/1471502242m/28815474.jpg","https://images.gr-assets.com/books/1471502242s/28815474.jpg"
1996,1996,2217,"Hallowed","Cynthia Hand","en",33,11563110,4.15,58860,"https://images.gr-assets.com/books/1332883896m/11563110.jpg","https://images.gr-assets.com/books/1332883896s/11563110.jpg"
1997,1997,2218,"Ancillary Justice","Ann Leckie","en",43,17333324,3.97,38747,"https://images.gr-assets.com/books/1397215917m/17333324.jpg","https://images.gr-assets.com/books/1397215917s/17333324.jpg"
1998,1998,2219,"The Pillars of Creation","Terry Goodkind","en",48,5038,3.67,43424,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
1999,1999,2220,"Built to Last","James C. Collins, Jerry I. Porras","en",40,4122,3.98,39618,"https://images.gr-assets.com/books/1412047084m/4122.jpg","https://images.gr-assets.com/books/1412047084s/4122.jpg"
2000,2000,2221,"The Life We Bury","Allen Eskens","en",20,20758175,3.93,35689,"https://images.gr-assets.com/books/1437077793m/20758175.jpg","https://images.gr-assets.com/books/1437077793s/20758175.jpg"
2001,2001,2222,"Fireproof","Eric Wilson","en",13,3412815,4.47,37258,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2002,2002,2223,"The Eagle Has Landed","Jack Higgins","en",81,295961,4.15,41677,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2003,2003,2225,"John Dies at the End","David Wong","en",39,1857440,3.92,35387,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2004,2004,2226,"The Demon","Carl Sagan, Ann Druyan","en",74,17349,4.27,40583,"https://images.gr-assets.com/books/1405201597m/17349.jpg","https://images.gr-assets.com/books/1405201597s/17349.jpg"
2005,2005,2227,"Stolen","Lucy Christopher","en",37,6408862,3.93,52435,"https://images.gr-assets.com/books/1311064295m/6408862.jpg","https://images.gr-assets.com/books/1311064295s/6408862.jpg"
2006,2006,2228,"Solaris","Stanis","en",7,95558,3.97,41249,"https://images.gr-assets.com/books/1498631519m/95558.jpg","https://images.gr-assets.com/books/1498631519s/95558.jpg"
2007,2007,2229,"Prozac Nation","Elizabeth Wurtzel","en",30,227603,3.57,44408,"https://images.gr-assets.com/books/1282607176m/227603.jpg","https://images.gr-assets.com/books/1282607176s/227603.jpg"
2008,2008,2230,"The Black Cauldron","Lloyd Alexander","en",74,24784,4.13,49138,"https://images.gr-assets.com/books/1405377996m/24784.jpg","https://images.gr-assets.com/books/1405377996s/24784.jpg"
2009,2009,2231,"This Is Your Brain on Music","Daniel J. Levitin","en",34,141565,3.86,37465,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2010,2010,2232,"The First Phone Call from Heaven","Mitch Albom","en",51,17888952,3.73,38957,"https://images.gr-assets.com/books/1380034020m/17888952.jpg","https://images.gr-assets.com/books/1380034020s/17888952.jpg"
2011,2011,2233,"Possible Side Effects","Augusten Burroughs","en",30,61115,3.97,38243,"https://images.gr-assets.com/books/1412064839m/61115.jpg","https://images.gr-assets.com/books/1412064839s/61115.jpg"
2012,2012,2234,"Still Life with Bread Crumbs","Anna Quindlen","en",30,17884042,3.63,35682,"https://images.gr-assets.com/books/1403168088m/17884042.jpg","https://images.gr-assets.com/books/1403168088s/17884042.jpg"
2013,2013,2235,"The A.B.C. Murders","Agatha Christie","en",240,16322,3.97,49513,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2014,2014,2237,"Lover Reborn","J.R. Ward","en",39,10993282,4.35,57866,"https://images.gr-assets.com/books/1319144072m/10993282.jpg","https://images.gr-assets.com/books/1319144072s/10993282.jpg"
2015,2015,2238,"The Duke and I","Julia Quinn","en",57,110391,4.11,57839,"https://images.gr-assets.com/books/1379594717m/110391.jpg","https://images.gr-assets.com/books/1379594717s/110391.jpg"
2016,2016,2239,"Dragons of Spring Dawning","Margaret Weis, Tracy Hickman","en",60,68378,4.12,39928,"https://images.gr-assets.com/books/1312062224m/68378.jpg","https://images.gr-assets.com/books/1312062224s/68378.jpg"
2017,2017,2240,"A Raisin in the Sun","Lorraine Hansberry","en",56,5517,3.72,44237,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2018,2018,2241,"Altered Carbon","Richard K. Morgan","en",60,40445,4.1,41505,"https://images.gr-assets.com/books/1387128955m/40445.jpg","https://images.gr-assets.com/books/1387128955s/40445.jpg"
2019,2019,2242,"The Sum of All Fears","Tom Clancy","en",71,34993,3.99,43888,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2020,2020,2244,"Saga, Vol. 2","Brian K. Vaughan, Fiona Staples","en",24,17131869,4.57,56122,"https://images.gr-assets.com/books/1486028954m/17131869.jpg","https://images.gr-assets.com/books/1486028954s/17131869.jpg"
2021,2021,2245,"The Enemy","Lee Child","en",79,231562,4.15,42205,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2022,2022,2246,"Flash Boys","Michael   Lewis","en",38,20604826,4.12,18379,"https://images.gr-assets.com/books/1404963230m/20604826.jpg","https://images.gr-assets.com/books/1404963230s/20604826.jpg"
2023,2023,2247,"The Diving Bell and the Butterfly","Jean","en",87,193755,4.01,41037,"https://images.gr-assets.com/books/1336930564m/193755.jpg","https://images.gr-assets.com/books/1336930564s/193755.jpg"
2024,2024,2248,"Killing Kennedy","Bill O'Reilly, Martin Dugard","en",23,13538641,4.05,35799,"https://images.gr-assets.com/books/1337689366m/13538641.jpg","https://images.gr-assets.com/books/1337689366s/13538641.jpg"
2025,2025,2249,"Rogue Lawyer","John Grisham","en",66,25387351,3.7,29156,"https://images.gr-assets.com/books/1434559021m/25387351.jpg","https://images.gr-assets.com/books/1434559021s/25387351.jpg"
2026,2026,2250,"The Life and Times of the Thunderbolt Kid","Bill Bryson","en",63,10538,3.93,42680,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2027,2027,2252,"'Tis","Frank McCourt","en",85,4912,3.66,40726,"https://images.gr-assets.com/books/1375947803m/4912.jpg","https://images.gr-assets.com/books/1375947803s/4912.jpg"
2028,2028,2253,"1491","Charles C. Mann","en",37,39020,4.01,41815,"https://images.gr-assets.com/books/1327865228m/39020.jpg","https://images.gr-assets.com/books/1327865228s/39020.jpg"
2029,2029,2254,"Fairest","Marissa Meyer","en",27,22489107,4.02,59545,"https://images.gr-assets.com/books/1460846345m/22489107.jpg","https://images.gr-assets.com/books/1460846345s/22489107.jpg"
2030,2030,2255,"An Unquiet Mind","Kay Redfield Jamison","en",50,361459,4.03,41102,"https://images.gr-assets.com/books/1350028748m/361459.jpg","https://images.gr-assets.com/books/1350028748s/361459.jpg"
2031,2031,2256,"Jesus Calling","Sarah  Young","en",75,381421,4.54,35219,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2032,2032,2258,"The Last Wish","Andrzej Sapkowski","en",123,1128434,4.2,36262,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2033,2033,2259,"Foucault's Pendulum","Umberto Eco, William Weaver","en",201,17841,3.89,40829,"https://images.gr-assets.com/books/1396645125m/17841.jpg","https://images.gr-assets.com/books/1396645125s/17841.jpg"
2034,2034,2260,"A Pocket for Corduroy","Don Freeman","en",35,270067,4.29,47277,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2035,2035,2261,"The 5th Horseman","James Patterson, Maxine Paetro","en",70,21445,4.03,45097,"https://images.gr-assets.com/books/1396631487m/21445.jpg","https://images.gr-assets.com/books/1396631487s/21445.jpg"
2036,2036,2262,"Kushiel's Dart","Jacqueline Carey","en",45,153008,4.04,52071,"https://images.gr-assets.com/books/1328168291m/153008.jpg","https://images.gr-assets.com/books/1328168291s/153008.jpg"
2037,2037,2263,"Bonhoeffer","Eric Metaxas","en",37,7501962,4.23,35611,"https://images.gr-assets.com/books/1298218180m/7501962.jpg","https://images.gr-assets.com/books/1298218180s/7501962.jpg"
2038,2038,2264,"Explosive Eighteen","Janet Evanovich","en",33,11746513,3.92,52993,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2039,2039,2265,"Lies","Michael  Grant","en",38,6686092,4.09,48506,"https://images.gr-assets.com/books/1257814886m/6686092.jpg","https://images.gr-assets.com/books/1257814886s/6686092.jpg"
2040,2040,2266,"The Pursuit of God","A.W. Tozer","en",314,672493,4.38,35078,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2041,2041,2267,"The Iron Knight","Julie Kagawa","en",34,9659607,4.23,64066,"https://images.gr-assets.com/books/1375920888m/9659607.jpg","https://images.gr-assets.com/books/1375920888s/9659607.jpg"
2042,2042,2268,"Maisie Dobbs","Jacqueline Winspear","en",40,462033,3.91,49820,"https://images.gr-assets.com/books/1312066155m/462033.jpg","https://images.gr-assets.com/books/1312066155s/462033.jpg"
2043,2043,2270,"Forever in Blue","Ann Brashares","en",52,5453,3.8,56113,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2044,2044,2272,"The Millennium Trilogy","Stieg Larsson, Reg Keeland","en",41,7822895,4.46,29944,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2045,2045,2273,"The Butterfly Garden","Dot Hutchison","en",21,29981261,4.07,53568,"https://images.gr-assets.com/books/1461392121m/29981261.jpg","https://images.gr-assets.com/books/1461392121s/29981261.jpg"
2046,2046,2275,"Destined for an Early Grave","Jeaniene Frost","en",31,5604848,4.34,63734,"https://images.gr-assets.com/books/1315175949m/5604848.jpg","https://images.gr-assets.com/books/1315175949s/5604848.jpg"
2047,2047,2276,"In Flight","R.K. Lilley","en",25,16134782,4.1,64984,"https://images.gr-assets.com/books/1397321579m/16134782.jpg","https://images.gr-assets.com/books/1397321579s/16134782.jpg"
2048,2048,2277,"Cross","James Patterson","en",99,13128,3.99,42476,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2049,2049,2278,"All","Meg Cabot","en",58,19448,3.73,55938,"https://images.gr-assets.com/books/1291882422m/19448.jpg","https://images.gr-assets.com/books/1291882422s/19448.jpg"
2050,2050,2279,"Neither Here nor There","Bill Bryson","en",57,27,3.88,42170,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2051,2051,2280,"Boy Meets Boy","David Levithan","en",39,23228,3.85,48960,"https://images.gr-assets.com/books/1356335082m/23228.jpg","https://images.gr-assets.com/books/1356335082s/23228.jpg"
2052,2052,2281,"We Are Water","Wally Lamb","en",27,17349023,3.79,35457,"https://images.gr-assets.com/books/1361329815m/17349023.jpg","https://images.gr-assets.com/books/1361329815s/17349023.jpg"
2053,2053,2282,"Max","James Patterson","en",38,3393124,4.07,57039,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2054,2054,2283,"Halo","Alexandra Adornetto","en",54,7778981,3.67,56216,"https://images.gr-assets.com/books/1278885735m/7778981.jpg","https://images.gr-assets.com/books/1278885735s/7778981.jpg"
2055,2055,2285,"A Darkness At Sethanon","Raymond E. Feist","en",57,13813,4.17,45104,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2056,2056,2286,"The Sorrows of Young Werther","Johann Wolfgang von Goethe, Burton Pike","en",429,16640,3.63,37293,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2057,2057,2287,"At Grave's End","Jeaniene Frost","en",37,3570231,4.31,65397,"https://images.gr-assets.com/books/1448167943m/3570231.jpg","https://images.gr-assets.com/books/1448167943s/3570231.jpg"
2058,2058,2288,"Don't Let's Go to the Dogs Tonight","Alexandra Fuller","en",41,24687,3.96,39298,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2059,2059,2289,"Beauty","Robin McKinley","en",39,41424,4.05,54512,"https://images.gr-assets.com/books/1294192311m/41424.jpg","https://images.gr-assets.com/books/1294192311s/41424.jpg"
2060,2060,2290,"Eating Animals","Jonathan Safran Foer","en",7,6604712,4.18,43238,"https://images.gr-assets.com/books/1327877480m/6604712.jpg","https://images.gr-assets.com/books/1327877480s/6604712.jpg"
2061,2061,2291,"Flyte","Angie Sage, Mark Zug","en",71,355917,3.99,54400,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2062,2062,2293,"The Girl of Fire and Thorns","Rae Carson","en",34,10429092,3.81,57551,"https://images.gr-assets.com/books/1323448113m/10429092.jpg","https://images.gr-assets.com/books/1323448113s/10429092.jpg"
2063,2063,2294,"Enclave","Ann Aguirre","en",32,7137327,3.92,55155,"https://images.gr-assets.com/books/1327877657m/7137327.jpg","https://images.gr-assets.com/books/1327877657s/7137327.jpg"
2064,2064,2295,"Longitude","Dava Sobel, Neil Armstrong","en",79,4806,3.95,38151,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2065,2065,2296,"Unnatural Exposure","Patricia Cornwell","en",96,232145,4.05,43531,"https://images.gr-assets.com/books/1383293921m/232145.jpg","https://images.gr-assets.com/books/1383293921s/232145.jpg"
2066,2066,2297,"Faust","Johann Wolfgang von Goethe, Peter Salm","en",260,14706,3.93,43276,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2067,2067,2298,"Lies My Teacher Told Me","James W. Loewen","en",22,296662,3.96,37903,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2068,2068,2299,"Fool's Fate","Robin Hobb","en",45,45108,4.38,43985,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2069,2069,2300,"Locke","Joe Hill, Gabriel Rodr","en",33,3217221,4.18,46590,"https://images.gr-assets.com/books/1377304780m/3217221.jpg","https://images.gr-assets.com/books/1377304780s/3217221.jpg"
2070,2070,2301,"The Ask and the Answer","Patrick Ness","en",63,6043849,4.2,45578,"https://images.gr-assets.com/books/1408312960m/6043849.jpg","https://images.gr-assets.com/books/1408312960s/6043849.jpg"
2071,2071,2303,"Bloody Bones","Laurell K. Hamilton","en",44,30241,4.1,56782,"https://images.gr-assets.com/books/1304126691m/30241.jpg","https://images.gr-assets.com/books/1304126691s/30241.jpg"
2072,2072,2304,"This Side of Paradise","F. Scott Fitzgerald","en",607,46165,3.68,40074,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2073,2073,2305,"Escape from Camp 14","Blaine Harden","en",71,11797365,3.99,37392,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2074,2074,2306,"Every Which Way But Dead","Kim Harrison","en",42,30263,4.29,56023,"https://images.gr-assets.com/books/1347819379m/30263.jpg","https://images.gr-assets.com/books/1347819379s/30263.jpg"
2075,2075,2307,"Eligible","Curtis Sittenfeld","en",32,25852870,3.63,37189,"https://images.gr-assets.com/books/1460477855m/25852870.jpg","https://images.gr-assets.com/books/1460477855s/25852870.jpg"
2076,2076,2308,"Seven Days in the Art World","Sarah Thornton","en",30,6988014,3.54,26047,"https://images.gr-assets.com/books/1358748500m/6988014.jpg","https://images.gr-assets.com/books/1358748500s/6988014.jpg"
2077,2077,2309,"The Children of H","J.R.R. Tolkien, Christopher Tolkien, Alan Lee","en",126,597790,3.94,39551,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2078,2078,2310,"The Total Money Makeover","Dave Ramsey","en",32,78427,4.29,37689,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2079,2079,2311,"Mr. Popper's Penguins","Richard Atwater, Florence Atwater, Robert Lawson","en",63,61549,3.95,48964,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2080,2080,2313,"The Magician's Land","Lev Grossman","en",29,19103097,4.16,40799,"https://images.gr-assets.com/books/1455089828m/19103097.jpg","https://images.gr-assets.com/books/1455089828s/19103097.jpg"
2081,2081,2314,"Light in August","William Faulkner","en",136,10979,3.93,42101,"https://images.gr-assets.com/books/1355360091m/10979.jpg","https://images.gr-assets.com/books/1355360091s/10979.jpg"
2082,2082,2315,"The Trumpet of the Swan","E.B. White, Fred Marcellino","en",60,24335,4.06,53191,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2083,2083,2316,"Tenth of December","George Saunders","en",45,13641208,3.96,39183,"https://images.gr-assets.com/books/1349967540m/13641208.jpg","https://images.gr-assets.com/books/1349967540s/13641208.jpg"
2084,2084,2317,"Night Pleasures","Sherrilyn Kenyon","en",61,6944032,4.23,25985,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2085,2085,2318,"The Millionaire Next Door","Thomas J. Stanley, William D. Danko","en",43,998,4,43937,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2086,2086,2319,"Don't Judge a Girl by Her Cover","Ally Carter","en",49,5267365,4.2,55517,"https://images.gr-assets.com/books/1359827132m/5267365.jpg","https://images.gr-assets.com/books/1359827132s/5267365.jpg"
2087,2087,2320,"Chronicles, Vol. 1","Bob Dylan","en",79,14318,3.98,35468,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2088,2088,2321,"The Lost Continent","Bill Bryson","en",47,26,3.83,40254,"https://images.gr-assets.com/books/1404042682m/26.jpg","https://images.gr-assets.com/books/1404042682s/26.jpg"
2089,2089,2322,"Dreams of Joy","Lisa See","en",40,9500416,4.06,43863,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2090,2090,2323,"Tell Me Your Dreams","Sidney Sheldon","en",74,43326,3.93,34445,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2091,2091,2324,"By the Shores of Silver Lake","Laura Ingalls Wilder, Garth Williams","en",68,8248,4.16,51640,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2092,2092,2325,"The Player of Games","Iain M. Banks","en",49,18630,4.26,36505,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2093,2093,2326,"The Cricket in Times Square","George Selden, Garth Williams","en",59,24384,4.01,49987,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2094,2094,2327,"The Five Dysfunctions of a Team","Patrick Lencioni","en",67,21343,4.01,40239,"https://images.gr-assets.com/books/1400841022m/21343.jpg","https://images.gr-assets.com/books/1400841022s/21343.jpg"
2095,2095,2328,"Junky","William S. Burroughs, Oliver  Harris, Allen Ginsberg","en",73,23940,3.85,39031,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2096,2096,2329,"Getting to Yes","Roger Fisher, William Ury, Bruce Patton","en",83,313605,3.88,37205,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2097,2097,2330,"Mile High","R.K. Lilley","en",13,16136959,4.21,60279,"https://images.gr-assets.com/books/1352489991m/16136959.jpg","https://images.gr-assets.com/books/1352489991s/16136959.jpg"
2098,2098,2331,"November 9","Colleen Hoover","en",25,25111004,4.41,53321,"https://images.gr-assets.com/books/1447138036m/25111004.jpg","https://images.gr-assets.com/books/1447138036s/25111004.jpg"
2099,2099,2332,"Everything We Keep","Kerry Lonsdale","en",15,29639736,3.84,69018,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
2100,2100,2333,"The Mighty Storm","Samantha Towle","en",17,15724654,4.19,61203,"https://images.gr-assets.com/books/1345793260m/15724654.jpg","https://images.gr-assets.com/books/1345793260s/15724654.jpg"
2101,2101,2334,"The Song of Achilles","Madeline Miller","en",64,11250317,4.27,45373,"https://images.gr-assets.com/books/1331154660m/11250317.jpg","https://images.gr-assets.com/books/1331154660s/11250317.jpg"
2102,2102,2335,"The Girl with the Lower Back Tattoo","Amy Schumer","en",30,29405093,3.76,47809,"https://images.gr-assets.com/books/1462657819m/29405093.jpg","https://images.gr-assets.com/books/1462657819s/29405093.jpg"
2103,2103,2336,"The Bhagavad Gita","Krishna","en",596,99944,4.1,33225,"https://images.gr-assets.com/books/1383059639m/99944.jpg","https://images.gr-assets.com/books/1383059639s/99944.jpg"
2104,2104,2337,"The New York Trilogy","Paul Auster, Art Spiegelman","en",102,431,3.92,34730,"https://images.gr-assets.com/books/1386924429m/431.jpg","https://images.gr-assets.com/books/1386924429s/431.jpg"
